"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"18:11:37,4901613","pacman.exe","25220","QueryInformationVolume","C:\php","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4901721","pacman.exe","25220","QueryAllInformationFile","C:\php","BUFFER OVERFLOW","CreationTime: 02/10/2017 02:13:59, LastAccessTime: 16/11/2017 13:19:31, LastWriteTime: 16/11/2017 13:19:31, ChangeTime: 16/11/2017 13:19:31, FileAttributes: D, AllocationSize: 8.192, EndOfFile: 8.192, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x400000001e629, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4901792","pacman.exe","25220","CloseFile","C:\php","SUCCESS",""
"18:11:37,4902760","pacman.exe","25220","CreateFile","C:\ProgramData\ComposerSetup\bin","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4903038","pacman.exe","25220","QueryInformationVolume","C:\ProgramData\ComposerSetup\bin","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4903113","pacman.exe","25220","QueryAllInformationFile","C:\ProgramData\ComposerSetup\bin","BUFFER OVERFLOW","CreationTime: 02/10/2017 03:03:20, LastAccessTime: 28/12/2017 01:29:26, LastWriteTime: 28/12/2017 01:29:26, ChangeTime: 28/12/2017 01:29:26, FileAttributes: D, AllocationSize: 0, EndOfFile: 0, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x20000000001dc, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4903187","pacman.exe","25220","CloseFile","C:\ProgramData\ComposerSetup\bin","SUCCESS",""
"18:11:37,4903864","pacman.exe","25220","CreateFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4904015","pacman.exe","25220","QueryInformationVolume","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4904083","pacman.exe","25220","QueryAllInformationFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit","BUFFER OVERFLOW","CreationTime: 02/10/2017 09:42:27, LastAccessTime: 02/10/2017 09:42:29, LastWriteTime: 02/10/2017 09:42:29, ChangeTime: 02/10/2017 09:42:29, FileAttributes: D, AllocationSize: 24.576, EndOfFile: 24.576, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x200000004136c, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4904155","pacman.exe","25220","CloseFile","C:\Program Files (x86)\Windows Kits\8.1\Windows Performance Toolkit","SUCCESS",""
"18:11:37,4904946","pacman.exe","25220","CreateFile","C:\Program Files\nodejs","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4905091","pacman.exe","25220","QueryInformationVolume","C:\Program Files\nodejs","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4905163","pacman.exe","25220","QueryAllInformationFile","C:\Program Files\nodejs","BUFFER OVERFLOW","CreationTime: 31/10/2017 08:58:10, LastAccessTime: 31/10/2017 08:58:17, LastWriteTime: 31/10/2017 08:58:17, ChangeTime: 27/11/2017 06:31:42, FileAttributes: D, AllocationSize: 4.096, EndOfFile: 4.096, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x200000003297d, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4905234","pacman.exe","25220","CloseFile","C:\Program Files\nodejs","SUCCESS",""
"18:11:37,4905867","pacman.exe","25220","CreateFile","C:\ProgramData\chocolatey\bin","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4906010","pacman.exe","25220","QueryInformationVolume","C:\ProgramData\chocolatey\bin","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4906078","pacman.exe","25220","QueryAllInformationFile","C:\ProgramData\chocolatey\bin","BUFFER OVERFLOW","CreationTime: 22/11/2017 04:54:19, LastAccessTime: 22/11/2017 04:54:22, LastWriteTime: 22/11/2017 04:54:22, ChangeTime: 22/11/2017 04:54:22, FileAttributes: DNCI, AllocationSize: 4.096, EndOfFile: 4.096, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0xb00000008c585, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4906146","pacman.exe","25220","CloseFile","C:\ProgramData\chocolatey\bin","SUCCESS",""
"18:11:37,4907021","pacman.exe","25220","CreateFile","C:\Windows\System32","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4907166","pacman.exe","25220","QueryInformationVolume","C:\Windows\System32","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4907240","pacman.exe","25220","QueryAllInformationFile","C:\Windows\System32","BUFFER OVERFLOW","CreationTime: 29/09/2017 09:45:11, LastAccessTime: 25/02/2018 14:03:22, LastWriteTime: 25/02/2018 14:03:22, ChangeTime: 25/02/2018 14:03:22, FileAttributes: D, AllocationSize: 1.048.576, EndOfFile: 1.048.576, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x200000000692f, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4907314","pacman.exe","25220","CloseFile","C:\Windows\System32","SUCCESS",""
"18:11:37,4908010","pacman.exe","25220","CreateFile","C:\Windows","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4908152","pacman.exe","25220","QueryInformationVolume","C:\Windows","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4908226","pacman.exe","25220","QueryAllInformationFile","C:\Windows","BUFFER OVERFLOW","CreationTime: 29/09/2017 09:45:11, LastAccessTime: 14/02/2018 18:09:16, LastWriteTime: 14/02/2018 18:09:16, ChangeTime: 14/02/2018 18:09:16, FileAttributes: D, AllocationSize: 24.576, EndOfFile: 24.576, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x2000000005ec6, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4908298","pacman.exe","25220","CloseFile","C:\Windows","SUCCESS",""
"18:11:37,4908996","pacman.exe","25220","CreateFile","C:\Windows\System32\wbem","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4909151","pacman.exe","25220","QueryInformationVolume","C:\Windows\System32\wbem","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4909222","pacman.exe","25220","QueryAllInformationFile","C:\Windows\System32\wbem","BUFFER OVERFLOW","CreationTime: 29/09/2017 14:46:34, LastAccessTime: 14/02/2018 18:09:17, LastWriteTime: 14/02/2018 18:09:17, ChangeTime: 14/02/2018 18:09:17, FileAttributes: D, AllocationSize: 81.920, EndOfFile: 81.920, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x2000000006dab, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4909296","pacman.exe","25220","CloseFile","C:\Windows\System32\wbem","SUCCESS",""
"18:11:37,4909967","pacman.exe","25220","CreateFile","C:\Windows\System32\WindowsPowerShell\v1.0","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4910122","pacman.exe","25220","QueryInformationVolume","C:\Windows\System32\WindowsPowerShell\v1.0","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4910196","pacman.exe","25220","QueryAllInformationFile","C:\Windows\System32\WindowsPowerShell\v1.0","BUFFER OVERFLOW","CreationTime: 29/09/2017 14:46:34, LastAccessTime: 29/09/2017 15:41:47, LastWriteTime: 29/09/2017 15:41:47, ChangeTime: 27/11/2017 06:23:34, FileAttributes: D, AllocationSize: 4.096, EndOfFile: 4.096, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x2000000006dba, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4910264","pacman.exe","25220","CloseFile","C:\Windows\System32\WindowsPowerShell\v1.0","SUCCESS",""
"18:11:37,4911448","pacman.exe","25220","CreateFile","C:\Program Files (x86)\Yarn\bin","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4911838","pacman.exe","25220","QueryInformationVolume","C:\Program Files (x86)\Yarn\bin","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4911930","pacman.exe","25220","QueryAllInformationFile","C:\Program Files (x86)\Yarn\bin","BUFFER OVERFLOW","CreationTime: 02/02/2018 15:38:13, LastAccessTime: 02/02/2018 15:38:13, LastWriteTime: 02/02/2018 15:38:13, ChangeTime: 02/02/2018 15:38:13, FileAttributes: D, AllocationSize: 0, EndOfFile: 0, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0xe10000000008f9, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4912601","pacman.exe","25220","CloseFile","C:\Program Files (x86)\Yarn\bin","SUCCESS",""
"18:11:37,4913547","pacman.exe","25220","CreateFile","C:\Users\Zingus\.cargo\bin","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4913776","pacman.exe","25220","QueryInformationVolume","C:\Users\Zingus\.cargo\bin","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4913872","pacman.exe","25220","QueryAllInformationFile","C:\Users\Zingus\.cargo\bin","BUFFER OVERFLOW","CreationTime: 02/10/2017 02:15:04, LastAccessTime: 02/10/2017 03:03:52, LastWriteTime: 02/10/2017 03:03:52, ChangeTime: 31/10/2017 04:14:26, FileAttributes: D, AllocationSize: 4.096, EndOfFile: 4.096, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x1000000022c44, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4913956","pacman.exe","25220","CloseFile","C:\Users\Zingus\.cargo\bin","SUCCESS",""
"18:11:37,4915084","pacman.exe","25220","CreateFile","C:\Users\Zingus\AppData\Local\Microsoft\WindowsApps","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4915276","pacman.exe","25220","QueryInformationVolume","C:\Users\Zingus\AppData\Local\Microsoft\WindowsApps","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4915356","pacman.exe","25220","QueryAllInformationFile","C:\Users\Zingus\AppData\Local\Microsoft\WindowsApps","BUFFER OVERFLOW","CreationTime: 26/11/2017 21:34:50, LastAccessTime: 20/02/2018 03:24:42, LastWriteTime: 20/02/2018 03:24:42, ChangeTime: 20/02/2018 03:24:42, FileAttributes: SD, AllocationSize: 0, EndOfFile: 0, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x140000000467fd, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4915452","pacman.exe","25220","CloseFile","C:\Users\Zingus\AppData\Local\Microsoft\WindowsApps","SUCCESS",""
"18:11:37,4916228","pacman.exe","25220","CreateFile","C:\Program Files (x86)\Nmap","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4916392","pacman.exe","25220","QueryInformationVolume","C:\Program Files (x86)\Nmap","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4916485","pacman.exe","25220","QueryAllInformationFile","C:\Program Files (x86)\Nmap","BUFFER OVERFLOW","CreationTime: 02/10/2017 02:54:08, LastAccessTime: 02/10/2017 02:54:49, LastWriteTime: 02/10/2017 02:54:49, ChangeTime: 27/11/2017 06:31:42, FileAttributes: D, AllocationSize: 8.192, EndOfFile: 8.192, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x40000000325e1, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4916562","pacman.exe","25220","CloseFile","C:\Program Files (x86)\Nmap","SUCCESS",""
"18:11:37,4917462","pacman.exe","25220","CreateFile","C:\Users\Zingus\AppData\Roaming\Composer\vendor\bin","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4917626","pacman.exe","25220","QueryInformationVolume","C:\Users\Zingus\AppData\Roaming\Composer\vendor\bin","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4917700","pacman.exe","25220","QueryAllInformationFile","C:\Users\Zingus\AppData\Roaming\Composer\vendor\bin","BUFFER OVERFLOW","CreationTime: 02/10/2017 03:16:41, LastAccessTime: 26/12/2017 07:22:41, LastWriteTime: 26/12/2017 07:22:41, ChangeTime: 26/12/2017 07:22:41, FileAttributes: D, AllocationSize: 4.096, EndOfFile: 4.096, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x6000000034237, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4917774","pacman.exe","25220","CloseFile","C:\Users\Zingus\AppData\Roaming\Composer\vendor\bin","SUCCESS",""
"18:11:37,4918652","pacman.exe","25220","CreateFile","C:\Users\Zingus\AppData\Roaming\npm","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4919181","pacman.exe","25220","QueryInformationVolume","C:\Users\Zingus\AppData\Roaming\npm","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4919258","pacman.exe","25220","QueryAllInformationFile","C:\Users\Zingus\AppData\Roaming\npm","BUFFER OVERFLOW","CreationTime: 31/10/2017 08:58:10, LastAccessTime: 31/10/2017 08:59:16, LastWriteTime: 31/10/2017 08:59:16, ChangeTime: 26/11/2017 21:35:09, FileAttributes: D, AllocationSize: 0, EndOfFile: 0, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x200000003297c, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4919338","pacman.exe","25220","CloseFile","C:\Users\Zingus\AppData\Roaming\npm","SUCCESS",""
"18:11:37,4920250","pacman.exe","25220","CreateFile","C:\Users\Zingus\AppData\Local\Yarn\bin","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4920584","pacman.exe","25220","QueryInformationVolume","C:\Users\Zingus\AppData\Local\Yarn\bin","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4920671","pacman.exe","25220","QueryAllInformationFile","C:\Users\Zingus\AppData\Local\Yarn\bin","BUFFER OVERFLOW","CreationTime: 02/02/2018 16:45:51, LastAccessTime: 02/02/2018 16:45:51, LastWriteTime: 02/02/2018 16:45:51, ChangeTime: 02/02/2018 16:45:51, FileAttributes: D, AllocationSize: 0, EndOfFile: 0, NumberOfLinks: 1, DeletePending: False, Directory: True, IndexNumber: 0x2500000005bbee, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4920764","pacman.exe","25220","CloseFile","C:\Users\Zingus\AppData\Local\Yarn\bin","SUCCESS",""
"18:11:37,4922402","pacman.exe","25220","CreateFile","C:\msys64\usr\share\locale\locale.alias","SUCCESS","Desired Access: Read EA, Read Attributes, Read Control, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4922606","pacman.exe","25220","QueryInformationVolume","C:\msys64\usr\share\locale\locale.alias","SUCCESS","VolumeCreationTime: 02/10/2017 11:12:48, VolumeSerialNumber: FA00-618D, SupportsObjects: True, VolumeLabel: "
"18:11:37,4922699","pacman.exe","25220","QueryAllInformationFile","C:\msys64\usr\share\locale\locale.alias","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:13, LastAccessTime: 25/10/2016 09:32:13, LastWriteTime: 02/03/2016 10:32:44, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 4.096, EndOfFile: 3.116, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x100000002382a, EaSize: 0, Access: Read EA, Read Attributes, Read Control, Position: 0, Mode: , AlignmentRequirement: Word"
"18:11:37,4922780","pacman.exe","25220","CloseFile","C:\msys64\usr\share\locale\locale.alias","SUCCESS",""
"18:11:37,4923716","pacman.exe","25220","CreateFile","C:\msys64\usr\share\locale\locale.alias","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"18:11:37,4924121","pacman.exe","25220","QueryAllInformationFile","C:\msys64\usr\share\locale\locale.alias","BUFFER OVERFLOW","CreationTime: 25/10/2016 09:32:13, LastAccessTime: 25/10/2016 09:32:13, LastWriteTime: 02/03/2016 10:32:44, ChangeTime: 02/10/2017 02:15:09, FileAttributes: A, AllocationSize: 4.096, EndOfFile: 3.116, NumberOfLinks: 1, DeletePending: False, Directory: False, IndexNumber: 0x100000002382a, EaSize: 0, Access: Generic Read, Position: 0, Mode: Synchronous IO Non-Alert, AlignmentRequirement: Word"
